target,ids,date,flag,user,text,Tokens,POS_Tags
0,1467812416,Mon Apr 06 22:20:16 PDT 2009,NO_QUERY,erinx3leannexo,spring break in plain city... it's snowing ,"['spring', 'break', 'plain', 'city', 'snowing']","[('spring', 'NN'), ('break', 'NN'), ('plain', 'VBP'), ('city', 'NN'), ('snowing', 'NN')]"
0,1467812579,Mon Apr 06 22:20:17 PDT 2009,NO_QUERY,pardonlauren,I just re-pierced my ears ,"['repierced', 'ears']","[('repierced', 'JJ'), ('ears', 'NNS')]"
0,1467812723,Mon Apr 06 22:20:19 PDT 2009,NO_QUERY,TLeC,@caregiving I couldn't bear to watch it.  And I thought the UA loss was embarrassing . . . . .,"['caregiving', 'couldnt', 'bear', 'watch', 'thought', 'ua', 'loss', 'embarrassing']","[('caregiving', 'VBG'), ('couldnt', 'JJ'), ('bear', 'JJ'), ('watch', 'NN'), ('thought', 'VBD'), ('ua', 'JJ'), ('loss', 'NN'), ('embarrassing', 'NN')]"
0,1467812771,Mon Apr 06 22:20:19 PDT 2009,NO_QUERY,robrobbierobert,"@octolinz16 It it counts, idk why I did either. you never talk to me anymore ","['octolinz16', 'counts', 'idk', 'either', 'never', 'talk', 'anymore']","[('octolinz16', 'NN'), ('counts', 'VBZ'), ('idk', 'JJ'), ('either', 'RB'), ('never', 'RB'), ('talk', 'NN'), ('anymore', 'IN')]"
0,1467812784,Mon Apr 06 22:20:20 PDT 2009,NO_QUERY,bayofwolves,"@smarrison i would've been the first, but i didn't have a gun.    not really though, zac snyder's just a doucheclown.","['smarrison', 'wouldve', 'first', 'didnt', 'gun', 'really', 'though', 'zac', 'snyders', 'doucheclown']","[('smarrison', 'NN'), ('wouldve', 'NN'), ('first', 'RB'), ('didnt', 'VBZ'), ('gun', 'NN'), ('really', 'RB'), ('though', 'IN'), ('zac', 'NN'), ('snyders', 'NNS'), ('doucheclown', 'VBP')]"
0,1467812799,Mon Apr 06 22:20:20 PDT 2009,NO_QUERY,HairByJess,@iamjazzyfizzle I wish I got to watch it with you!! I miss you and @iamlilnicki  how was the premiere?!,"['iamjazzyfizzle', 'wish', 'got', 'watch', 'miss', 'iamlilnicki', 'premiere']","[('iamjazzyfizzle', 'JJ'), ('wish', 'JJ'), ('got', 'VBD'), ('watch', 'JJ'), ('miss', 'NN'), ('iamlilnicki', 'NN'), ('premiere', 'NN')]"
0,1467812964,Mon Apr 06 22:20:22 PDT 2009,NO_QUERY,lovesongwriter,Hollis' death scene will hurt me severely to watch on film  wry is directors cut not out now?,"['hollis', 'death', 'scene', 'hurt', 'severely', 'watch', 'film', 'wry', 'directors', 'cut']","[('hollis', 'NNS'), ('death', 'NN'), ('scene', 'NN'), ('hurt', 'VBP'), ('severely', 'RB'), ('watch', 'JJ'), ('film', 'NN'), ('wry', 'NN'), ('directors', 'NNS'), ('cut', 'VBD')]"
0,1467813137,Mon Apr 06 22:20:25 PDT 2009,NO_QUERY,armotley,about to file taxes ,"['file', 'taxes']","[('file', 'NN'), ('taxes', 'NNS')]"
0,1467813579,Mon Apr 06 22:20:31 PDT 2009,NO_QUERY,starkissed,@LettyA ahh ive always wanted to see rent  love the soundtrack!!,"['lettya', 'ahh', 'ive', 'always', 'wanted', 'see', 'rent', 'love', 'soundtrack']","[('lettya', 'NN'), ('ahh', 'NNS'), ('ive', 'JJ'), ('always', 'RB'), ('wanted', 'VBD'), ('see', 'JJ'), ('rent', 'JJ'), ('love', 'VB'), ('soundtrack', 'NN')]"
0,1467813782,Mon Apr 06 22:20:34 PDT 2009,NO_QUERY,gi_gi_bee,@FakerPattyPattz Oh dear. Were you drinking out of the forgotten table drinks? ,"['fakerpattypattz', 'oh', 'dear', 'drinking', 'forgotten', 'table', 'drinks']","[('fakerpattypattz', 'NN'), ('oh', 'MD'), ('dear', 'VB'), ('drinking', 'VBG'), ('forgotten', 'JJ'), ('table', 'JJ'), ('drinks', 'NNS')]"
0,1467813985,Mon Apr 06 22:20:37 PDT 2009,NO_QUERY,quanvu,@alydesigns i was out most of the day so didn't get much done ,"['alydesigns', 'day', 'didnt', 'get', 'much', 'done']","[('alydesigns', 'NNS'), ('day', 'NN'), ('didnt', 'VB'), ('get', 'VB'), ('much', 'JJ'), ('done', 'VBN')]"
0,1467813992,Mon Apr 06 22:20:38 PDT 2009,NO_QUERY,swinspeedx,"one of my friend called me, and asked to meet with her at Mid Valley today...but i've no time *sigh* ","['one', 'friend', 'called', 'asked', 'meet', 'mid', 'valley', 'todaybut', 'ive', 'time', 'sigh']","[('one', 'CD'), ('friend', 'NN'), ('called', 'VBN'), ('asked', 'VBD'), ('meet', 'NN'), ('mid', 'JJ'), ('valley', 'NN'), ('todaybut', 'NN'), ('ive', 'JJ'), ('time', 'NN'), ('sigh', 'NN')]"
0,1467814119,Mon Apr 06 22:20:40 PDT 2009,NO_QUERY,cooliodoc,@angry_barista I baked you a cake but I ated it ,"['angrybarista', 'baked', 'cake', 'ated']","[('angrybarista', 'NN'), ('baked', 'VBD'), ('cake', 'NN'), ('ated', 'VBD')]"
0,1467814180,Mon Apr 06 22:20:40 PDT 2009,NO_QUERY,viJILLante,this week is not going as i had hoped ,"['week', 'going', 'hoped']","[('week', 'NN'), ('going', 'VBG'), ('hoped', 'VBD')]"
0,1467814192,Mon Apr 06 22:20:41 PDT 2009,NO_QUERY,Ljelli3166,blagh class at 8 tomorrow ,"['blagh', 'class', '8', 'tomorrow']","[('blagh', 'JJ'), ('class', 'NN'), ('8', 'CD'), ('tomorrow', 'NN')]"
0,1467814438,Mon Apr 06 22:20:44 PDT 2009,NO_QUERY,ChicagoCubbie,I hate when I have to call and wake people up ,"['hate', 'call', 'wake', 'people']","[('hate', 'NN'), ('call', 'NN'), ('wake', 'NN'), ('people', 'NNS')]"
0,1467814783,Mon Apr 06 22:20:50 PDT 2009,NO_QUERY,KatieAngell,Just going to cry myself to sleep after watching Marley and Me.  ,"['going', 'cry', 'sleep', 'watching', 'marley']","[('going', 'VBG'), ('cry', 'NN'), ('sleep', 'JJ'), ('watching', 'NN'), ('marley', 'NN')]"
0,1467814883,Mon Apr 06 22:20:52 PDT 2009,NO_QUERY,gagoo,im sad now  Miss.Lilly,"['im', 'sad', 'misslilly']","[('im', 'JJ'), ('sad', 'NN'), ('misslilly', 'RB')]"
0,1467815199,Mon Apr 06 22:20:56 PDT 2009,NO_QUERY,abel209,ooooh.... LOL  that leslie.... and ok I won't do it again so leslie won't  get mad again ,"['ooooh', 'lol', 'leslie', 'ok', 'wont', 'leslie', 'wont', 'get', 'mad']","[('ooooh', 'JJ'), ('lol', 'NN'), ('leslie', 'VBD'), ('ok', 'JJ'), ('wont', 'JJ'), ('leslie', 'NN'), ('wont', 'NN'), ('get', 'VBP'), ('mad', 'JJ')]"
0,1467815753,Mon Apr 06 22:21:04 PDT 2009,NO_QUERY,BaptisteTheFool,Meh... Almost Lover is the exception... this track gets me depressed every time. ,"['meh', 'almost', 'lover', 'exception', 'track', 'gets', 'depressed', 'every', 'time']","[('meh', 'NN'), ('almost', 'RB'), ('lover', 'JJ'), ('exception', 'NN'), ('track', 'NN'), ('gets', 'VBZ'), ('depressed', 'VBN'), ('every', 'DT'), ('time', 'NN')]"
0,1467815923,Mon Apr 06 22:21:07 PDT 2009,NO_QUERY,fatkat309,some1 hacked my account on aim  now i have to make a new one,"['some1', 'hacked', 'account', 'aim', 'make', 'new', 'one']","[('some1', 'NN'), ('hacked', 'VBD'), ('account', 'NN'), ('aim', 'RB'), ('make', 'VB'), ('new', 'JJ'), ('one', 'CD')]"
0,1467815924,Mon Apr 06 22:21:07 PDT 2009,NO_QUERY,EmCDL,@alielayus I want to go to promote GEAR AND GROOVE but unfornately no ride there  I may b going to the one in Anaheim in May though,"['alielayus', 'want', 'go', 'promote', 'gear', 'groove', 'unfornately', 'ride', 'may', 'b', 'going', 'one', 'anaheim', 'may', 'though']","[('alielayus', 'NN'), ('want', 'VBP'), ('go', 'VB'), ('promote', 'JJ'), ('gear', 'NN'), ('groove', 'NN'), ('unfornately', 'RB'), ('ride', 'NN'), ('may', 'MD'), ('b', 'VB'), ('going', 'VBG'), ('one', 'CD'), ('anaheim', 'NN'), ('may', 'MD'), ('though', 'VB')]"
0,1467815988,Mon Apr 06 22:21:09 PDT 2009,NO_QUERY,merisssa,thought sleeping in was an option tomorrow but realizing that it now is not. evaluations in the morning and work in the afternoon! ,"['thought', 'sleeping', 'option', 'tomorrow', 'realizing', 'evaluations', 'morning', 'work', 'afternoon']","[('thought', 'NN'), ('sleeping', 'VBG'), ('option', 'NN'), ('tomorrow', 'NN'), ('realizing', 'VBG'), ('evaluations', 'NNS'), ('morning', 'NN'), ('work', 'NN'), ('afternoon', 'NN')]"
0,1467816149,Mon Apr 06 22:21:11 PDT 2009,NO_QUERY,Pbearfox,@julieebaby awe i love you too!!!! 1 am here  i miss you,"['julieebaby', 'awe', 'love', '1', 'miss']","[('julieebaby', 'NN'), ('awe', 'NNS'), ('love', 'VBP'), ('1', 'CD'), ('miss', 'NNS')]"
0,1467816665,Mon Apr 06 22:21:21 PDT 2009,NO_QUERY,jsoo,@HumpNinja I cry my asian eyes to sleep at night ,"['humpninja', 'cry', 'asian', 'eyes', 'sleep', 'night']","[('humpninja', 'NN'), ('cry', 'NN'), ('asian', 'JJ'), ('eyes', 'NNS'), ('sleep', 'VBP'), ('night', 'NN')]"
0,1467816749,Mon Apr 06 22:21:20 PDT 2009,NO_QUERY,scarletletterm,ok I'm sick and spent an hour sitting in the shower cause I was too sick to stand and held back the puke like a champ. BED now ,"['ok', 'im', 'sick', 'spent', 'hour', 'sitting', 'shower', 'cause', 'sick', 'stand', 'held', 'back', 'puke', 'like', 'champ', 'bed']","[('ok', 'JJ'), ('im', 'NN'), ('sick', 'JJ'), ('spent', 'VBD'), ('hour', 'NN'), ('sitting', 'VBG'), ('shower', 'JJR'), ('cause', 'NN'), ('sick', 'JJ'), ('stand', 'NN'), ('held', 'VBD'), ('back', 'RB'), ('puke', 'JJ'), ('like', 'IN'), ('champ', 'NN'), ('bed', 'NN')]"
0,1467817225,Mon Apr 06 22:21:27 PDT 2009,NO_QUERY,crosland_12,@cocomix04 ill tell ya the story later  not a good day and ill be workin for like three more hours...,"['cocomix04', 'ill', 'tell', 'ya', 'story', 'later', 'good', 'day', 'ill', 'workin', 'like', 'three', 'hours']","[('cocomix04', 'NN'), ('ill', 'NN'), ('tell', 'VB'), ('ya', 'RB'), ('story', 'NN'), ('later', 'RB'), ('good', 'JJ'), ('day', 'NN'), ('ill', 'VB'), ('workin', 'IN'), ('like', 'IN'), ('three', 'CD'), ('hours', 'NNS')]"
0,1467817374,Mon Apr 06 22:21:30 PDT 2009,NO_QUERY,ajaxpro,@MissXu sorry! bed time came here (GMT+1)   http://is.gd/fNge,"['missxu', 'sorry', 'bed', 'time', 'came', 'gmt1', 'httpisgdfnge']","[('missxu', 'NN'), ('sorry', 'NN'), ('bed', 'VBD'), ('time', 'NN'), ('came', 'VBD'), ('gmt1', 'JJ'), ('httpisgdfnge', 'NN')]"
0,1467817502,Mon Apr 06 22:21:32 PDT 2009,NO_QUERY,Tmttq86,@fleurylis I don't either. Its depressing. I don't think I even want to know about the kids in suitcases. ,"['fleurylis', 'dont', 'either', 'depressing', 'dont', 'think', 'even', 'want', 'know', 'kids', 'suitcases']","[('fleurylis', 'NN'), ('dont', 'NN'), ('either', 'CC'), ('depressing', 'VBG'), ('dont', 'NN'), ('think', 'VBP'), ('even', 'RB'), ('want', 'VBP'), ('know', 'JJ'), ('kids', 'NNS'), ('suitcases', 'NNS')]"
0,1467818007,Mon Apr 06 22:21:39 PDT 2009,NO_QUERY,Anthony_Nguyen,Bed. Class 8-12. Work 12-3. Gym 3-5 or 6. Then class 6-10. Another day that's gonna fly by. I miss my girlfriend ,"['bed', 'class', '812', 'work', '123', 'gym', '35', '6', 'class', '610', 'another', 'day', 'thats', 'gon', 'na', 'fly', 'miss', 'girlfriend']","[('bed', 'NN'), ('class', 'NN'), ('812', 'CD'), ('work', 'NN'), ('123', 'CD'), ('gym', 'NN'), ('35', 'CD'), ('6', 'CD'), ('class', 'NN'), ('610', 'CD'), ('another', 'DT'), ('day', 'NN'), ('thats', 'VBZ'), ('gon', 'VBG'), ('na', 'TO'), ('fly', 'VB'), ('miss', 'JJ'), ('girlfriend', 'NN')]"
0,1467818020,Mon Apr 06 22:21:39 PDT 2009,NO_QUERY,itsanimesh,really don't feel like getting up today... but got to study to for tomorrows practical exam... ,"['really', 'dont', 'feel', 'like', 'getting', 'today', 'got', 'study', 'tomorrows', 'practical', 'exam']","[('really', 'RB'), ('dont', 'JJ'), ('feel', 'NN'), ('like', 'IN'), ('getting', 'VBG'), ('today', 'NN'), ('got', 'VBD'), ('study', 'NN'), ('tomorrows', 'NNS'), ('practical', 'JJ'), ('exam', 'NN')]"
0,1467818481,Mon Apr 06 22:21:46 PDT 2009,NO_QUERY,lionslamb,He's the reason for the teardrops on my guitar the only one who has enough of me to break my heart ,"['hes', 'reason', 'teardrops', 'guitar', 'one', 'enough', 'break', 'heart']","[('hes', 'NNS'), ('reason', 'NN'), ('teardrops', 'NNS'), ('guitar', 'VBP'), ('one', 'CD'), ('enough', 'JJ'), ('break', 'NN'), ('heart', 'NN')]"
0,1467818603,Mon Apr 06 22:21:49 PDT 2009,NO_QUERY,kennypham,"Sad, sad, sad. I don't know why but I hate this feeling  I wanna sleep and I still can't!","['sad', 'sad', 'sad', 'dont', 'know', 'hate', 'feeling', 'wan', 'na', 'sleep', 'still', 'cant']","[('sad', 'JJ'), ('sad', 'JJ'), ('sad', 'JJ'), ('dont', 'NN'), ('know', 'VBP'), ('hate', 'NN'), ('feeling', 'NN'), ('wan', 'NN'), ('na', 'TO'), ('sleep', 'VB'), ('still', 'RB'), ('cant', 'JJ')]"
0,1467818900,Mon Apr 06 22:21:53 PDT 2009,NO_QUERY,DdubsShellBell,@JonathanRKnight Awww I soo wish I was there to see you finally comfortable! Im sad that I missed it ,"['jonathanrknight', 'awww', 'soo', 'wish', 'see', 'finally', 'comfortable', 'im', 'sad', 'missed']","[('jonathanrknight', 'NN'), ('awww', 'NN'), ('soo', 'JJ'), ('wish', 'JJ'), ('see', 'NN'), ('finally', 'RB'), ('comfortable', 'JJ'), ('im', 'NN'), ('sad', 'NN'), ('missed', 'VBD')]"
0,1467819022,Mon Apr 06 22:21:56 PDT 2009,NO_QUERY,hpfangirl94,Falling asleep. Just heard about that Tracy girl's body being found. How sad  My heart breaks for that family.,"['falling', 'asleep', 'heard', 'tracy', 'girls', 'body', 'found', 'sad', 'heart', 'breaks', 'family']","[('falling', 'VBG'), ('asleep', 'RB'), ('heard', 'VBN'), ('tracy', 'NN'), ('girls', 'NNS'), ('body', 'NN'), ('found', 'VBD'), ('sad', 'JJ'), ('heart', 'NN'), ('breaks', 'NNS'), ('family', 'NN')]"
0,1467819650,Mon Apr 06 22:22:05 PDT 2009,NO_QUERY,antzpantz,@Viennah Yay! I'm happy for you with your job! But that also means less time for me and you... ,"['viennah', 'yay', 'im', 'happy', 'job', 'also', 'means', 'less', 'time']","[('viennah', 'NN'), ('yay', 'NN'), ('im', 'NN'), ('happy', 'JJ'), ('job', 'NN'), ('also', 'RB'), ('means', 'VBZ'), ('less', 'JJR'), ('time', 'NN')]"
0,1467819712,Mon Apr 06 22:22:06 PDT 2009,NO_QUERY,labrt2004,"Just checked my user timeline on my blackberry, it looks like the twanking is still happening  Are ppl still having probs w/ BGs and UIDs?","['checked', 'user', 'timeline', 'blackberry', 'looks', 'like', 'twanking', 'still', 'happening', 'ppl', 'still', 'probs', 'w', 'bgs', 'uids']","[('checked', 'VBN'), ('user', 'JJ'), ('timeline', 'NN'), ('blackberry', 'NN'), ('looks', 'VBZ'), ('like', 'IN'), ('twanking', 'VBG'), ('still', 'RB'), ('happening', 'VBG'), ('ppl', 'NN'), ('still', 'RB'), ('probs', 'VBZ'), ('w', 'JJ'), ('bgs', 'NN'), ('uids', 'NNS')]"
0,1467819812,Mon Apr 06 22:22:07 PDT 2009,NO_QUERY,IrisJumbe,Oh man...was ironing @jeancjumbe's fave top to wear to a meeting. Burnt it ,"['oh', 'manwas', 'ironing', 'jeancjumbes', 'fave', 'top', 'wear', 'meeting', 'burnt']","[('oh', 'UH'), ('manwas', 'NN'), ('ironing', 'VBG'), ('jeancjumbes', 'NNS'), ('fave', 'VBP'), ('top', 'JJ'), ('wear', 'NN'), ('meeting', 'NN'), ('burnt', 'NN')]"
0,1467820206,Mon Apr 06 22:22:13 PDT 2009,NO_QUERY,peacoats,is strangely sad about LiLo and SamRo breaking up. ,"['strangely', 'sad', 'lilo', 'samro', 'breaking']","[('strangely', 'RB'), ('sad', 'JJ'), ('lilo', 'NN'), ('samro', 'NN'), ('breaking', 'NN')]"
0,1467820835,Mon Apr 06 22:22:25 PDT 2009,NO_QUERY,cyantist,@tea oh! i'm so sorry  i didn't think about that before retweeting.,"['tea', 'oh', 'im', 'sorry', 'didnt', 'think', 'retweeting']","[('tea', 'NN'), ('oh', 'MD'), ('im', 'VB'), ('sorry', 'JJ'), ('didnt', 'NN'), ('think', 'VBP'), ('retweeting', 'VBG')]"
0,1467820863,Mon Apr 06 22:22:23 PDT 2009,NO_QUERY,tautao,Broadband plan 'a massive broken promise' http://tinyurl.com/dcuc33 via www.diigo.com/~tautao Still waiting for broadband we are ,"['broadband', 'plan', 'massive', 'broken', 'promise', 'httptinyurlcomdcuc33', 'via', 'wwwdiigocomtautao', 'still', 'waiting', 'broadband']","[('broadband', 'NN'), ('plan', 'NN'), ('massive', 'VBP'), ('broken', 'JJ'), ('promise', 'NN'), ('httptinyurlcomdcuc33', 'NN'), ('via', 'IN'), ('wwwdiigocomtautao', 'NN'), ('still', 'RB'), ('waiting', 'VBG'), ('broadband', 'NN')]"
0,1467820906,Mon Apr 06 22:22:24 PDT 2009,NO_QUERY,voyage2k,"@localtweeps Wow, tons of replies from you, may have to unfollow so I can see my friends' tweets, you're scrolling the feed a lot. ","['localtweeps', 'wow', 'tons', 'replies', 'may', 'unfollow', 'see', 'friends', 'tweets', 'youre', 'scrolling', 'feed', 'lot']","[('localtweeps', 'NNS'), ('wow', 'VBP'), ('tons', 'NNS'), ('replies', 'NNS'), ('may', 'MD'), ('unfollow', 'VB'), ('see', 'VB'), ('friends', 'JJ'), ('tweets', 'NNS'), ('youre', 'VBP'), ('scrolling', 'VBG'), ('feed', 'NN'), ('lot', 'NN')]"
0,1467821085,Mon Apr 06 22:22:26 PDT 2009,NO_QUERY,crzy_cdn_bulas,our duck and chicken are taking wayyy too long to hatch ,"['duck', 'chicken', 'taking', 'wayyy', 'long', 'hatch']","[('duck', 'NN'), ('chicken', 'NN'), ('taking', 'VBG'), ('wayyy', 'NN'), ('long', 'RB'), ('hatch', 'NN')]"
0,1467821338,Mon Apr 06 22:22:30 PDT 2009,NO_QUERY,justnetgirl,"Put vacation photos online a few yrs ago. PC crashed, and now I forget the name of the site. ","['put', 'vacation', 'photos', 'online', 'yrs', 'ago', 'pc', 'crashed', 'forget', 'name', 'site']","[('put', 'VB'), ('vacation', 'NN'), ('photos', 'NNS'), ('online', 'VBP'), ('yrs', 'NN'), ('ago', 'RB'), ('pc', 'NN'), ('crashed', 'VBD'), ('forget', 'NN'), ('name', 'NN'), ('site', 'NN')]"
0,1467821455,Mon Apr 06 22:22:32 PDT 2009,NO_QUERY,CiaraRenee,I need a hug ,"['need', 'hug']","[('need', 'NN'), ('hug', 'NN')]"
0,1467821715,Mon Apr 06 22:22:37 PDT 2009,NO_QUERY,deelau,"@andywana Not sure what they are, only that they are PoS! As much as I want to, I dont think can trade away company assets sorry andy! ","['andywana', 'sure', 'pos', 'much', 'want', 'dont', 'think', 'trade', 'away', 'company', 'assets', 'sorry', 'andy']","[('andywana', 'JJ'), ('sure', 'JJ'), ('pos', 'NNS'), ('much', 'JJ'), ('want', 'VBP'), ('dont', 'JJ'), ('think', 'VBP'), ('trade', 'VB'), ('away', 'RP'), ('company', 'NN'), ('assets', 'NNS'), ('sorry', 'VBP'), ('andy', 'JJ')]"
0,1467822384,Mon Apr 06 22:22:47 PDT 2009,NO_QUERY,Lindsey0920,@oanhLove I hate when that happens... ,"['oanhlove', 'hate', 'happens']","[('oanhlove', 'VB'), ('hate', 'NN'), ('happens', 'NNS')]"
0,1467822389,Mon Apr 06 22:22:47 PDT 2009,NO_QUERY,HybridMink,"I have a sad feeling that Dallas is not going to show up  I gotta say though, you'd think more shows would use music from the game. mmm","['sad', 'feeling', 'dallas', 'going', 'show', 'got', 'ta', 'say', 'though', 'youd', 'think', 'shows', 'would', 'use', 'music', 'game', 'mmm']","[('sad', 'JJ'), ('feeling', 'NN'), ('dallas', 'NNS'), ('going', 'VBG'), ('show', 'NN'), ('got', 'VBD'), ('ta', 'JJ'), ('say', 'VBP'), ('though', 'IN'), ('youd', 'JJ'), ('think', 'NN'), ('shows', 'NNS'), ('would', 'MD'), ('use', 'VB'), ('music', 'NN'), ('game', 'NN'), ('mmm', 'NN')]"
0,1467822519,Mon Apr 06 22:22:49 PDT 2009,NO_QUERY,gzacher,Ugh....92 degrees tomorrow ,"['ugh92', 'degrees', 'tomorrow']","[('ugh92', 'JJ'), ('degrees', 'NNS'), ('tomorrow', 'NN')]"
0,1467822522,Mon Apr 06 22:22:49 PDT 2009,NO_QUERY,Jenn_L,Where did u move to?  I thought u were already in sd. ?? Hmmm. Random u found me. Glad to hear yer doing well.,"['u', 'move', 'thought', 'u', 'already', 'sd', 'hmmm', 'random', 'u', 'found', 'glad', 'hear', 'yer', 'well']","[('u', 'JJ'), ('move', 'NN'), ('thought', 'VBD'), ('u', 'JJ'), ('already', 'RB'), ('sd', 'JJ'), ('hmmm', 'NN'), ('random', 'NN'), ('u', 'JJ'), ('found', 'VBD'), ('glad', 'JJ'), ('hear', 'JJ'), ('yer', 'NN'), ('well', 'RB')]"
0,1467822687,Mon Apr 06 22:22:52 PDT 2009,NO_QUERY,xVivaLaJuicyx,"@BatManYNG I miss my ps3, it's out of commission  Wutcha playing? Have you copped 'Blood On The Sand'?","['batmanyng', 'miss', 'ps3', 'commission', 'wutcha', 'playing', 'copped', 'blood', 'sand']","[('batmanyng', 'NN'), ('miss', 'NNS'), ('ps3', 'VBP'), ('commission', 'NN'), ('wutcha', 'NN'), ('playing', 'NN'), ('copped', 'VBD'), ('blood', 'NN'), ('sand', 'NN')]"
0,1467822918,Mon Apr 06 22:22:55 PDT 2009,NO_QUERY,krbleyle,just leaving the parking lot of work! ,"['leaving', 'parking', 'lot', 'work']","[('leaving', 'VBG'), ('parking', 'NN'), ('lot', 'NN'), ('work', 'NN')]"
0,1467823437,Mon Apr 06 22:23:03 PDT 2009,NO_QUERY,xpika,The Life is cool. But not for Me. ,"['life', 'cool']","[('life', 'NN'), ('cool', 'NN')]"
0,1467823770,Mon Apr 06 22:23:08 PDT 2009,NO_QUERY,Henkuyinepu,"Sadly though, I've never gotten to experience the post coitus cigarette before, and now I never will. ","['sadly', 'though', 'ive', 'never', 'gotten', 'experience', 'post', 'coitus', 'cigarette', 'never']","[('sadly', 'RB'), ('though', 'IN'), ('ive', 'JJ'), ('never', 'RB'), ('gotten', 'VBP'), ('experience', 'NN'), ('post', 'NN'), ('coitus', 'NN'), ('cigarette', 'NN'), ('never', 'RB')]"
0,1467823851,Mon Apr 06 22:23:09 PDT 2009,NO_QUERY,ericg622,I had such a nice day. Too bad the rain comes in tomorrow at 5am ,"['nice', 'day', 'bad', 'rain', 'comes', 'tomorrow', '5am']","[('nice', 'JJ'), ('day', 'NN'), ('bad', 'JJ'), ('rain', 'NN'), ('comes', 'VBZ'), ('tomorrow', 'NN'), ('5am', 'CD')]"
